# Single SKU Max Power Table
#   OFDM 6 ~ 54              | |                       HT20 MCS 0 ~ 15                       | |                   HT40 MCS 0 ~ 15                             | |               VHT80 MCS 0 ~ 9             |
ch106 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 12 12 12 12 12 12 12 12 12 12
ch108 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 12 12 12 12 12 12 12 12 12 12
ch110 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 12 12 12 12 12 12 12 12 12 12
ch112 17 17 17 17 17 17 16 16 17 17 17 17 17 17 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 12 12 12 12 12 12 12 12 12 12
ch116 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch118 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch120 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch122 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch124 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch126 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch128 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch132 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch134 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch136 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch140 18 18 18 18 18 18 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 18 18 18 18 18 18 16 16 16 16 16 16 16 16 16 16 19 19 19 19 18 18 16 16 14.5 14.5
ch149 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch151 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch153 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch155 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch157 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch159 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch161 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch165 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch169 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
ch173 20 20 20 20 18 18 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 16 16 16 16 16 16 16 16 20 20 20 20 18 18 16 16 14.5 14.5
