# Single SKU Max Power Table
#   OFDM 6 ~ 54              | |                       HT20 MCS 0 ~ 15                       | |                   HT40 MCS 0 ~ 15                             | |               VHT80 MCS 0 ~ 9             |
ch36 20 20 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch38 20 20 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch40 20 20 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch42 20 20 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch44 20 20 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch46 20 20 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch48 20 20 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch52 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch54 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch56 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch58 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch60 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch62 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch64 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5 
ch100 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch102 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch104 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch106 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch108 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch110 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch112 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch116 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch118 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch120 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch122 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch124 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch126 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch128 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch132 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
ch134 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 21 21 21 21 19 19 17 17 15.5 15.5
